Maintenance_ID,Truck_ID,Maintenance_Date,Maintenance_Type,Cost_USD,Downtime_Days,Parts_Replaced
M0784,T098,2024-02-27,Scheduled,2262,1,"Spark Plugs, Fuel Injectors"
M0785,T098,2024-02-22,Emergency,18992,6,"Exhaust System, Catalytic Converter"
M0786,T098,2024-04-11,Scheduled,1882,0,"Exhaust System, Catalytic Converter"
M0787,T098,2024-08-14,Scheduled,4275,2,"Brake Pads, Brake Discs"
M0788,T101,2024-03-22,Scheduled,3843,2,"Radiator, Water Pump"
M0789,T101,2024-11-29,Scheduled,992,1,"Battery, Alternator"
M0790,T101,2023-11-27,Scheduled,761,3,"Tires, Wheel Bearings"
M0791,T101,2023-06-13,Scheduled,1136,0,"Spark Plugs, Fuel Injectors"
M0792,T101,2024-11-29,Scheduled,3985,2,"Transmission Fluid, Clutch"
M0793,T101,2023-12-22,Scheduled,4216,0,"Tires, Wheel Bearings"
M0794,T101,2024-02-17,Scheduled,1718,1,"Spark Plugs, Fuel Injectors"
M0795,T102,2023-06-30,Scheduled,1063,0,"Battery, Alternator"
M0796,T102,2024-12-09,Emergency,11841,9,"Oil Filter, Air Filter"
M0797,T102,2024-11-22,Emergency,14847,9,"Brake Pads, Brake Discs"
M0798,T102,2023-07-31,Emergency,6116,10,"Spark Plugs, Fuel Injectors"
M0799,T102,2023-06-01,Scheduled,2361,1,"Spark Plugs, Fuel Injectors"
M0800,T102,2024-07-21,Scheduled,3545,1,"Exhaust System, Catalytic Converter"
M0801,T102,2023-11-08,Emergency,14080,1,"Exhaust System, Catalytic Converter"
M0802,T102,2024-07-28,Scheduled,3922,0,"Transmission Fluid, Clutch"
M0803,T102,2024-01-15,Scheduled,1211,2,"Tires, Wheel Bearings"
M0804,T102,2023-09-28,Scheduled,3144,1,"Radiator, Water Pump"
M0805,T102,2023-12-08,Scheduled,692,3,"Tires, Wheel Bearings"
M0806,T102,2023-08-04,Scheduled,4620,2,"Exhaust System, Catalytic Converter"
M0807,T102,2024-09-26,Scheduled,5382,1,"Oil Filter, Air Filter"
M0808,T102,2023-11-19,Scheduled,2997,0,"Tires, Wheel Bearings"
M0809,T102,2023-02-27,Emergency,5634,10,"Tires, Wheel Bearings"
M0810,T102,2023-11-16,Scheduled,1484,3,"Transmission Fluid, Clutch"
M0811,T102,2023-06-26,Scheduled,2202,1,"Tires, Wheel Bearings"
M0812,T103,2024-07-16,Scheduled,3582,0,"Battery, Alternator"
M0813,T103,2023-09-13,Scheduled,2152,2,"Spark Plugs, Fuel Injectors"
M0814,T103,2024-03-10,Emergency,2757,5,"Exhaust System, Catalytic Converter"
M0815,T103,2024-06-07,Emergency,6532,6,"Spark Plugs, Fuel Injectors"
M0816,T103,2024-06-08,Scheduled,1156,2,"Exhaust System, Catalytic Converter"
M0817,T103,2024-01-02,Scheduled,5756,3,"Exhaust System, Catalytic Converter"
M0818,T103,2024-05-13,Scheduled,5364,0,"Oil Filter, Air Filter"
M0819,T103,2023-10-09,Scheduled,5222,2,"Transmission Fluid, Clutch"
M0820,T103,2024-07-26,Emergency,10461,3,"Exhaust System, Catalytic Converter"
M0821,T103,2023-07-27,Scheduled,1803,1,"Oil Filter, Air Filter"
M0822,T103,2023-12-06,Scheduled,966,0,"Spark Plugs, Fuel Injectors"
M0823,T103,2023-12-04,Scheduled,4337,3,"Exhaust System, Catalytic Converter"
M0824,T103,2023-02-04,Scheduled,995,1,"Radiator, Water Pump"
M0825,T103,2023-01-20,Scheduled,3193,0,"Transmission Fluid, Clutch"
M0826,T103,2023-11-26,Scheduled,1344,1,"Brake Pads, Brake Discs"
M0827,T103,2023-02-07,Scheduled,1565,0,"Spark Plugs, Fuel Injectors"
M0828,T104,2023-10-16,Scheduled,3830,0,"Oil Filter, Air Filter"
M0829,T104,2024-02-13,Scheduled,659,0,"Tires, Wheel Bearings"
M0830,T104,2024-04-09,Scheduled,3666,1,"Exhaust System, Catalytic Converter"
M0831,T104,2023-09-12,Scheduled,3161,1,"Radiator, Water Pump"
M0832,T104,2023-05-14,Emergency,9355,4,"Brake Pads, Brake Discs"
M0833,T104,2023-10-04,Scheduled,3883,0,"Radiator, Water Pump"
M0834,T104,2024-12-19,Scheduled,996,0,"Tires, Wheel Bearings"
M0835,T104,2023-06-23,Scheduled,3412,0,"Brake Pads, Brake Discs"
M0836,T104,2023-07-15,Scheduled,4113,0,"Battery, Alternator"
M0837,T104,2023-07-06,Scheduled,575,1,"Exhaust System, Catalytic Converter"
M0838,T104,2024-10-05,Scheduled,1324,0,"Oil Filter, Air Filter"
M0839,T105,2024-09-29,Scheduled,2809,3,"Oil Filter, Air Filter"
M0840,T105,2023-10-29,Scheduled,3904,2,"Tires, Wheel Bearings"
M0841,T105,2024-04-12,Scheduled,1195,2,"Oil Filter, Air Filter"
M0842,T105,2023-02-01,Scheduled,2789,0,"Spark Plugs, Fuel Injectors"
M0843,T105,2024-05-04,Scheduled,1890,2,"Brake Pads, Brake Discs"
M0844,T105,2023-02-13,Scheduled,1762,2,"Tires, Wheel Bearings"
M0845,T105,2024-01-13,Scheduled,1352,1,"Spark Plugs, Fuel Injectors"
M0846,T105,2024-12-24,Scheduled,1384,3,"Oil Filter, Air Filter"
M0847,T105,2024-10-18,Scheduled,4896,0,"Radiator, Water Pump"
M0848,T105,2024-10-15,Scheduled,3628,2,"Brake Pads, Brake Discs"
M0849,T105,2023-11-16,Emergency,5213,10,"Oil Filter, Air Filter"
M0850,T105,2024-11-18,Scheduled,1416,3,"Oil Filter, Air Filter"
M0851,T106,2024-12-09,Scheduled,964,0,"Spark Plugs, Fuel Injectors"
M0852,T106,2024-04-03,Emergency,13762,5,"Battery, Alternator"
M0853,T106,2023-10-29,Scheduled,3694,0,"Spark Plugs, Fuel Injectors"
M0854,T106,2023-12-31,Scheduled,1375,3,"Battery, Alternator"
M0855,T106,2024-07-09,Scheduled,3355,2,"Oil Filter, Air Filter"
M0856,T106,2023-05-25,Scheduled,3144,3,"Exhaust System, Catalytic Converter"
M0857,T106,2024-06-18,Scheduled,4554,1,"Radiator, Water Pump"
M0858,T106,2023-01-17,Scheduled,4907,1,"Exhaust System, Catalytic Converter"
M0859,T106,2023-04-04,Scheduled,2867,3,"Oil Filter, Air Filter"
M0860,T107,2024-08-25,Scheduled,1163,1,"Battery, Alternator"
M0861,T107,2023-01-21,Emergency,13878,8,"Spark Plugs, Fuel Injectors"
M0862,T107,2023-05-27,Scheduled,809,0,"Spark Plugs, Fuel Injectors"
M0863,T107,2024-11-01,Scheduled,2013,1,"Exhaust System, Catalytic Converter"
M0864,T107,2023-02-20,Scheduled,5378,0,"Brake Pads, Brake Discs"
M0865,T107,2024-12-29,Scheduled,5578,0,"Exhaust System, Catalytic Converter"
M0866,T107,2023-09-25,Emergency,12701,5,"Exhaust System, Catalytic Converter"
M0867,T107,2023-04-21,Scheduled,765,1,"Radiator, Water Pump"
M0868,T107,2024-09-19,Emergency,17769,4,"Transmission Fluid, Clutch"
M0869,T107,2023-05-29,Emergency,2764,6,"Transmission Fluid, Clutch"
M0870,T107,2023-04-14,Scheduled,3562,0,"Exhaust System, Catalytic Converter"
M0871,T107,2023-10-02,Scheduled,3827,3,"Exhaust System, Catalytic Converter"
M0872,T107,2024-03-22,Scheduled,2449,2,"Oil Filter, Air Filter"
M0873,T107,2023-02-09,Scheduled,6073,2,"Spark Plugs, Fuel Injectors"
M0874,T107,2023-02-04,Scheduled,6301,1,"Transmission Fluid, Clutch"
M0875,T107,2024-11-06,Scheduled,3480,2,"Spark Plugs, Fuel Injectors"
M0876,T107,2023-04-14,Scheduled,1957,1,"Battery, Alternator"
M0877,T108,2024-11-12,Scheduled,4124,3,"Tires, Wheel Bearings"
M0878,T108,2023-11-11,Scheduled,4637,1,"Radiator, Water Pump"
M0879,T108,2023-09-28,Scheduled,1846,0,"Radiator, Water Pump"
M0880,T108,2024-03-04,Scheduled,513,0,"Tires, Wheel Bearings"
M0881,T108,2024-12-13,Scheduled,4521,0,"Oil Filter, Air Filter"
M0882,T108,2023-07-15,Scheduled,2540,2,"Brake Pads, Brake Discs"
M0883,T108,2024-01-16,Scheduled,4622,3,"Spark Plugs, Fuel Injectors"
M0884,T109,2024-07-03,Scheduled,1330,1,"Battery, Alternator"
M0885,T109,2024-08-22,Scheduled,6005,3,"Tires, Wheel Bearings"
M0886,T109,2023-09-05,Emergency,14885,6,"Exhaust System, Catalytic Converter"
M0887,T109,2023-11-05,Scheduled,3207,2,"Radiator, Water Pump"
M0888,T109,2024-10-24,Scheduled,2684,2,"Brake Pads, Brake Discs"
M0889,T109,2023-06-12,Scheduled,5433,0,"Tires, Wheel Bearings"
M0890,T109,2023-07-19,Scheduled,3354,1,"Exhaust System, Catalytic Converter"
M0891,T109,2023-02-09,Scheduled,2730,1,"Battery, Alternator"
M0892,T109,2023-04-06,Scheduled,7273,3,"Radiator, Water Pump"
M0893,T109,2023-09-30,Scheduled,2791,3,"Spark Plugs, Fuel Injectors"
M0894,T109,2023-11-09,Emergency,5242,3,"Radiator, Water Pump"
M0895,T109,2023-12-23,Scheduled,1007,2,"Battery, Alternator"
M0896,T109,2023-04-03,Emergency,12859,10,"Tires, Wheel Bearings"
M0897,T109,2024-12-24,Scheduled,5326,2,"Spark Plugs, Fuel Injectors"
M0898,T109,2023-12-04,Scheduled,4642,2,"Brake Pads, Brake Discs"
M0899,T109,2024-01-26,Emergency,18825,2,"Tires, Wheel Bearings"
M0900,T109,2024-05-03,Scheduled,1588,1,"Battery, Alternator"
M0901,T110,2023-03-23,Emergency,3190,5,"Oil Filter, Air Filter"
M0902,T110,2024-10-20,Scheduled,1297,3,"Oil Filter, Air Filter"
M0903,T110,2024-01-24,Emergency,6835,7,"Oil Filter, Air Filter"
M0904,T110,2024-08-05,Scheduled,4085,2,"Spark Plugs, Fuel Injectors"
M0905,T110,2024-08-28,Scheduled,2006,2,"Brake Pads, Brake Discs"
M0906,T110,2023-12-26,Scheduled,4132,3,"Battery, Alternator"
M0907,T110,2023-08-25,Scheduled,2867,0,"Transmission Fluid, Clutch"
M0908,T111,2024-11-29,Scheduled,2368,1,"Oil Filter, Air Filter"
M0909,T111,2024-12-21,Scheduled,2543,3,"Transmission Fluid, Clutch"
M0910,T111,2024-10-14,Scheduled,6063,0,"Oil Filter, Air Filter"
M0911,T111,2024-02-09,Scheduled,3826,2,"Transmission Fluid, Clutch"
M0912,T111,2024-01-17,Emergency,11064,3,"Transmission Fluid, Clutch"
M0913,T111,2024-05-02,Scheduled,1030,1,"Radiator, Water Pump"
M0914,T111,2024-05-04,Emergency,14651,10,"Exhaust System, Catalytic Converter"
M0915,T111,2023-09-23,Emergency,13043,9,"Oil Filter, Air Filter"
M0916,T111,2023-08-03,Scheduled,4862,2,"Transmission Fluid, Clutch"
M0917,T111,2023-11-10,Emergency,14231,5,"Battery, Alternator"
M0918,T111,2023-06-11,Scheduled,3423,1,"Oil Filter, Air Filter"
M0919,T111,2023-08-25,Scheduled,2020,3,"Exhaust System, Catalytic Converter"
M0920,T111,2023-12-28,Scheduled,1397,0,"Battery, Alternator"
M0921,T111,2024-10-25,Scheduled,3204,3,"Brake Pads, Brake Discs"
M0922,T111,2024-03-31,Scheduled,4963,0,"Spark Plugs, Fuel Injectors"
M0923,T111,2023-12-09,Scheduled,5580,3,"Brake Pads, Brake Discs"
M0924,T111,2023-04-12,Emergency,9684,4,"Radiator, Water Pump"
M0925,T112,2024-08-05,Scheduled,3720,3,"Spark Plugs, Fuel Injectors"
M0926,T112,2023-04-03,Scheduled,4771,1,"Spark Plugs, Fuel Injectors"
M0927,T112,2023-03-19,Scheduled,4717,0,"Brake Pads, Brake Discs"
M0928,T112,2023-05-27,Emergency,11938,10,"Spark Plugs, Fuel Injectors"
M0929,T112,2024-01-13,Scheduled,3051,1,"Radiator, Water Pump"
M0930,T112,2023-08-31,Scheduled,1750,1,"Exhaust System, Catalytic Converter"
M0931,T112,2023-02-06,Scheduled,1423,3,"Oil Filter, Air Filter"
M0932,T112,2023-11-10,Scheduled,2901,2,"Spark Plugs, Fuel Injectors"
M0933,T112,2023-08-09,Scheduled,3842,3,"Tires, Wheel Bearings"
M0934,T112,2023-03-16,Scheduled,582,3,"Oil Filter, Air Filter"
M0935,T113,2024-02-27,Scheduled,5086,1,"Exhaust System, Catalytic Converter"
M0936,T113,2023-08-18,Scheduled,2511,0,"Exhaust System, Catalytic Converter"
M0937,T113,2024-06-15,Emergency,6000,1,"Tires, Wheel Bearings"
M0938,T113,2024-05-20,Scheduled,3458,3,"Transmission Fluid, Clutch"
M0939,T113,2024-09-19,Scheduled,863,1,"Radiator, Water Pump"
M0940,T113,2023-08-29,Emergency,19098,6,"Oil Filter, Air Filter"
M0941,T113,2024-09-30,Scheduled,5325,3,"Spark Plugs, Fuel Injectors"
M0942,T113,2023-07-09,Scheduled,6501,3,"Battery, Alternator"
M0943,T113,2024-07-13,Emergency,4636,6,"Tires, Wheel Bearings"
M0944,T113,2023-03-25,Scheduled,3917,0,"Spark Plugs, Fuel Injectors"
M0945,T113,2024-02-12,Scheduled,2094,3,"Exhaust System, Catalytic Converter"
M0946,T113,2023-05-30,Emergency,6440,2,"Radiator, Water Pump"
M0947,T113,2023-09-27,Scheduled,897,1,"Transmission Fluid, Clutch"
M0948,T113,2024-04-30,Emergency,4703,2,"Oil Filter, Air Filter"
M0949,T115,2024-05-05,Scheduled,5910,2,"Exhaust System, Catalytic Converter"
M0950,T115,2024-02-02,Emergency,9235,4,"Battery, Alternator"
M0951,T115,2023-12-27,Scheduled,1579,3,"Transmission Fluid, Clutch"
M0952,T115,2024-11-07,Emergency,15738,7,"Exhaust System, Catalytic Converter"
M0953,T115,2024-11-22,Emergency,5109,6,"Spark Plugs, Fuel Injectors"
M0954,T115,2023-05-11,Emergency,9869,9,"Exhaust System, Catalytic Converter"
M0955,T115,2023-01-23,Scheduled,5188,3,"Spark Plugs, Fuel Injectors"
M0956,T115,2023-01-03,Scheduled,5208,3,"Tires, Wheel Bearings"
M0957,T115,2024-10-05,Emergency,14135,2,"Transmission Fluid, Clutch"
M0958,T115,2024-08-30,Emergency,13833,2,"Oil Filter, Air Filter"
M0959,T115,2023-08-31,Emergency,13616,7,"Transmission Fluid, Clutch"
M0960,T115,2023-01-02,Scheduled,4019,1,"Battery, Alternator"
M0961,T115,2024-08-06,Scheduled,2909,3,"Spark Plugs, Fuel Injectors"
M0962,T116,2024-10-17,Scheduled,805,2,"Exhaust System, Catalytic Converter"
M0963,T116,2023-07-14,Emergency,8568,9,"Spark Plugs, Fuel Injectors"
M0964,T116,2023-01-07,Scheduled,4644,1,"Radiator, Water Pump"
M0965,T116,2024-10-31,Emergency,4856,9,"Oil Filter, Air Filter"
M0966,T116,2023-11-20,Scheduled,1902,0,"Exhaust System, Catalytic Converter"
M0967,T116,2023-07-20,Scheduled,1673,0,"Tires, Wheel Bearings"
M0968,T116,2023-09-11,Scheduled,1019,0,"Exhaust System, Catalytic Converter"
M0969,T116,2024-06-07,Scheduled,4645,0,"Oil Filter, Air Filter"
M0970,T116,2023-08-20,Scheduled,2284,2,"Transmission Fluid, Clutch"
M0971,T116,2023-11-14,Emergency,3424,6,"Oil Filter, Air Filter"
M0972,T116,2024-02-24,Scheduled,921,2,"Transmission Fluid, Clutch"
M0973,T116,2023-11-04,Scheduled,1775,3,"Oil Filter, Air Filter"
M0974,T116,2023-02-18,Scheduled,1100,3,"Tires, Wheel Bearings"
M0975,T116,2023-05-14,Scheduled,5877,3,"Radiator, Water Pump"
M0976,T116,2024-10-23,Scheduled,2323,0,"Battery, Alternator"
M0977,T116,2023-05-20,Scheduled,4281,1,"Exhaust System, Catalytic Converter"
M0978,T116,2024-07-10,Emergency,9773,10,"Tires, Wheel Bearings"
M0979,T116,2024-09-14,Scheduled,6895,2,"Oil Filter, Air Filter"
M0980,T116,2023-05-01,Scheduled,5964,1,"Battery, Alternator"
M0981,T117,2023-02-16,Emergency,4172,10,"Radiator, Water Pump"
M0982,T117,2023-04-16,Scheduled,1701,1,"Brake Pads, Brake Discs"
M0983,T117,2023-08-10,Emergency,13608,8,"Radiator, Water Pump"
M0984,T117,2023-06-12,Scheduled,3763,1,"Transmission Fluid, Clutch"
M0985,T117,2023-08-25,Scheduled,7390,0,"Exhaust System, Catalytic Converter"
M0986,T117,2023-01-19,Scheduled,2659,2,"Transmission Fluid, Clutch"
M0987,T117,2024-07-11,Scheduled,5193,3,"Oil Filter, Air Filter"
M0988,T117,2024-03-07,Scheduled,7756,3,"Oil Filter, Air Filter"
M0989,T117,2024-01-05,Emergency,7487,8,"Spark Plugs, Fuel Injectors"
M0990,T117,2024-06-01,Scheduled,1847,1,"Brake Pads, Brake Discs"
M0991,T117,2023-12-20,Scheduled,6276,0,"Radiator, Water Pump"
M0992,T117,2023-05-31,Emergency,26190,6,"Battery, Alternator"
M0993,T117,2024-03-18,Emergency,17372,2,"Oil Filter, Air Filter"
M0994,T117,2023-11-23,Scheduled,4986,2,"Radiator, Water Pump"
M0995,T117,2023-04-26,Scheduled,6282,1,"Exhaust System, Catalytic Converter"
M0996,T117,2024-03-24,Emergency,15384,7,"Brake Pads, Brake Discs"
M0997,T117,2024-10-28,Scheduled,5883,0,"Brake Pads, Brake Discs"
M0998,T117,2023-06-14,Emergency,9662,5,"Brake Pads, Brake Discs"
M0999,T117,2023-11-27,Scheduled,8843,1,"Brake Pads, Brake Discs"
M1000,T117,2023-05-06,Emergency,8375,9,"Transmission Fluid, Clutch"
M1001,T117,2024-11-22,Scheduled,5195,0,"Battery, Alternator"
M1002,T117,2023-05-26,Emergency,20207,10,"Oil Filter, Air Filter"
M1003,T117,2024-09-21,Scheduled,826,2,"Brake Pads, Brake Discs"
M1004,T117,2024-05-23,Scheduled,3577,0,"Radiator, Water Pump"
M1005,T117,2023-05-06,Emergency,23125,7,"Radiator, Water Pump"
M1006,T117,2023-05-19,Scheduled,5821,3,"Transmission Fluid, Clutch"
M1007,T117,2023-10-20,Scheduled,4031,3,"Battery, Alternator"
M1008,T118,2023-10-17,Scheduled,6102,2,"Spark Plugs, Fuel Injectors"
M1009,T118,2023-02-23,Scheduled,754,0,"Battery, Alternator"
M1010,T118,2024-11-06,Scheduled,2719,2,"Oil Filter, Air Filter"
M1011,T118,2023-06-17,Scheduled,5097,1,"Radiator, Water Pump"
M1012,T118,2024-04-16,Emergency,14595,6,"Exhaust System, Catalytic Converter"
M1013,T118,2024-03-02,Emergency,7334,5,"Tires, Wheel Bearings"
M1014,T118,2023-09-27,Scheduled,2537,1,"Battery, Alternator"
M1015,T118,2024-01-25,Scheduled,3046,0,"Exhaust System, Catalytic Converter"
M1016,T118,2023-02-07,Scheduled,1087,1,"Spark Plugs, Fuel Injectors"
M1017,T118,2023-12-08,Emergency,11562,7,"Tires, Wheel Bearings"
M1018,T118,2023-07-15,Scheduled,3813,3,"Spark Plugs, Fuel Injectors"
M1019,T118,2024-07-25,Emergency,6274,2,"Spark Plugs, Fuel Injectors"
M1020,T118,2023-08-11,Scheduled,5502,3,"Battery, Alternator"
M1021,T118,2024-01-04,Scheduled,3253,0,"Transmission Fluid, Clutch"
M1022,T118,2024-10-06,Scheduled,3727,0,"Tires, Wheel Bearings"
M1023,T118,2023-05-21,Scheduled,4204,1,"Battery, Alternator"
M1024,T118,2024-02-26,Scheduled,6033,3,"Oil Filter, Air Filter"
M1025,T118,2023-06-08,Scheduled,1760,2,"Transmission Fluid, Clutch"
M1026,T119,2024-09-28,Scheduled,4009,1,"Battery, Alternator"
M1027,T119,2023-12-27,Scheduled,2602,0,"Oil Filter, Air Filter"
M1028,T119,2023-05-20,Scheduled,1977,3,"Brake Pads, Brake Discs"
M1029,T119,2024-05-08,Scheduled,3927,3,"Tires, Wheel Bearings"
M1030,T119,2023-01-30,Scheduled,1017,0,"Oil Filter, Air Filter"
M1031,T119,2023-08-09,Scheduled,4992,0,"Exhaust System, Catalytic Converter"
M1032,T119,2023-05-27,Scheduled,4574,1,"Radiator, Water Pump"
M1033,T119,2024-03-05,Scheduled,1533,2,"Brake Pads, Brake Discs"
M1034,T120,2024-09-21,Scheduled,4777,0,"Oil Filter, Air Filter"
M1035,T120,2024-07-07,Scheduled,3057,0,"Oil Filter, Air Filter"
M1036,T120,2023-10-14,Scheduled,2083,2,"Exhaust System, Catalytic Converter"
M1037,T120,2024-11-28,Scheduled,776,2,"Radiator, Water Pump"
M1038,T120,2024-06-12,Scheduled,2788,0,"Radiator, Water Pump"
M1039,T120,2024-06-01,Emergency,11770,6,"Oil Filter, Air Filter"
M1040,T120,2023-06-22,Scheduled,3727,3,"Spark Plugs, Fuel Injectors"
M1041,T120,2024-01-12,Scheduled,3850,2,"Battery, Alternator"
M1042,T120,2023-12-29,Scheduled,2989,1,"Oil Filter, Air Filter"
M1043,T120,2023-12-16,Scheduled,2774,1,"Oil Filter, Air Filter"